"feature","Estimate_group","pvalue","fdr","sign_group","method","vs","fold_change","log2FC"
"Lyar","Group",0.0801596912226915,0.822843230364815,"DMSO","DESeq2","DMSO vs T3976",1.10629163797979,0.145731755558561
"Lyl1","Group",0.821097393542606,0.991433589305502,"DMSO","DESeq2","DMSO vs T3976",1.08571523187514,0.118645753754784
"Lyn","Group",0.379883048846093,0.946270832395297,"T3976","DESeq2","DMSO vs T3976",0.918222062416924,-0.123084998322712
"Lynx1","Group",0.160062291375604,0.89216862391771,"DMSO","DESeq2","DMSO vs T3976",1.09729555613852,0.13395216744139
"Lypd6","Group",0.102717417285633,0.838407359553315,"T3976","DESeq2","DMSO vs T3976",0.883900035435107,-0.178044877461729
"Lypd6b","Group",0.964461738227877,0.998281345570293,"DMSO","DESeq2","DMSO vs T3976",1.00910206051855,0.0130720959087891
"Lypla1","Group",0.460829866851815,0.961396242335016,"DMSO","DESeq2","DMSO vs T3976",1.04933088796787,0.0694696780650887
"Lypla2","Group",0.157084375453327,0.891322670105776,"T3976","DESeq2","DMSO vs T3976",0.937611599770766,-0.0929376765475944
"Lyplal1","Group",0.795355495466801,0.989832578089403,"DMSO","DESeq2","DMSO vs T3976",1.02601152792679,0.0370469406812054
"Lyrm1","Group",0.206755556196135,0.918092219382878,"DMSO","DESeq2","DMSO vs T3976",1.13641044482117,0.184483996603534
"Lyrm2","Group",0.543927632580758,0.968490966624377,"DMSO","DESeq2","DMSO vs T3976",1.02901258366686,0.0412606248779188
"Lyrm4","Group",0.686714319772784,0.979712220991605,"T3976","DESeq2","DMSO vs T3976",0.972178243270247,-0.0407072469955348
"Lyrm5","Group",0.822794793361716,0.991433589305502,"T3976","DESeq2","DMSO vs T3976",0.990522415109805,-0.0137384718151507
"Lyrm7","Group",0.963599944501464,0.998281345570293,"DMSO","DESeq2","DMSO vs T3976",1.00739122050882,0.0106240629664051
"Lyrm9","Group",0.847123424690965,0.991433589305502,"DMSO","DESeq2","DMSO vs T3976",1.01831530237546,0.0261843342454625
"Lysmd1","Group",0.254768079790836,0.919120594663115,"DMSO","DESeq2","DMSO vs T3976",1.22908396930201,0.297583481989969
"Lysmd2","Group",0.205154624105169,0.917910675696463,"DMSO","DESeq2","DMSO vs T3976",1.12708238641517,0.172592976138703
"Lysmd3","Group",0.777532461227571,0.987933351677229,"T3976","DESeq2","DMSO vs T3976",0.957882217611518,-0.0620798235964459
"Lysmd4","Group",0.613072732774805,0.975358805079049,"T3976","DESeq2","DMSO vs T3976",0.965130729507561,-0.0512037224151367
